產品類型,產品名稱,產品型號,碳標籤證書,,,,公司/團體名稱,統一編號/農畜牧登字,生產廠場/服務廠場,,,,,,碳足跡數據,宣告單位,產品生命週期各階段碳足跡比例,,,,,採用產品類別規則(PCR),
,,,證書編號,生效日期,有效期限,狀態,,,名稱(1),地址(1),名稱(2),地址(2),名稱(3),地址(3),,,原料取得,製造/服務,配送銷售,使用,廢棄回收,編號,名稱
商品,控制性低強度回填材料(CLSM) 抗壓強度(20-90 kgf/cm²),-,2503824001,2025/02/09,2030/02/08,有效,全興資源再生股份有限公司,28047548,全興資源再生股份有限公司,臺南市山上區明和里北勢洲21-1號,,,,,101.00kg,每立方公尺控制性低強度回填材料(CLSM) 抗壓強度(20-90kgf/cm²),73.83%,6.88%,18.80%,0.00%,0.49%,21-011,預拌混凝土
商品,預拌混凝土,(350kgf/cm2 低碳配比),2503816021,2025/07/01,2027/06/30,有效,廣達混凝土股份有限公司,22673986,廣達預拌混凝土股份有限公司,臺中市南屯區工業區二十路 20 號,,,,,248.00kg,每立方公尺之預拌混凝土（350kgf/cm2 低碳配比）,92.69%,0.62%,1.36%,0.00%,5.33%,21-011,預拌混凝土
商品,預拌混凝土,(420kgf/cm2 低碳配比),2503816022,2025/07/01,2027/06/30,有效,廣達混凝土股份有限公司,22673986,廣達預拌混凝土股份有限公司,臺中市南屯區工業區二十路 20 號,,,,,264.00kg,每立方公尺之預拌混凝土（420kgf/cm2 低碳配比）,93.13%,0.58%,1.28%,0.00%,5.01%,21-011,預拌混凝土
商品,預拌混凝土 (280kgf/cm2) 50％水泥,280kgf/cm2,2503816028,2025/09/22,2027/09/21,有效,東南高良資源再生股份有限公司,50951882,東南高良資源再生股份有限公司,高雄市仁武區高楠公路95-1號,,,,,244.00kg,每立方公尺280kgf/cm2(50％水泥),85.72%,1.41%,1.16%,0.00%,11.71%,21-011,預拌混凝土
商品,預拌混凝土 (210kgf/cm2 氣冷高爐石) 25％水泥,210kgf/cm2,2503816027,2025/09/22,2027/09/21,有效,東南高良資源再生股份有限公司,50951882,東南高良資源再生股份有限公司,高雄市仁武區高楠公路95-1號,,,,,165.00kg,每立方公尺210kgf/cm2(25％水泥),79.65%,2.09%,2.19%,0.00%,16.07%,21-011,預拌混凝土
商品,預拌混凝土,(280kgf/cm2 低碳配比),2503816020,2025/07/01,2027/06/30,有效,廣達混凝土股份有限公司,22673986,廣達預拌混凝土股份有限公司,臺中市南屯區工業區二十路 20 號,,,,,227.00kg,每立方公尺之預拌混凝土（280kgf/cm2 低碳配比）,92.01%,0.67%,1.49%,0.00%,5.83%,21-011,預拌混凝土
商品,大潤發蔬果袋,-,2503907001,2025/06/21,2030/06/20,有效,銘安科技股份有限公司,80001282,銘安科技股份有限公司中科虎尾廠,雲林縣虎尾鎮墾地里科雲南路1號,,,,,30.00g,每件(6g),57.91%,33.85%,1.19%,0.00%,7.05%,21-012,生物可分解材料產品
商品,PLA雙層 16 oz紙杯,16 oz,2204823008,2022/11/01,2027/10/31,有效,統奕包裝股份有限公司,89209994,統奕包裝股份有限公司,臺南市麻豆區麻口里麻柚路465號,統奕包裝股份有限公司二廠,臺南市麻豆區麻口里麻柚路495號,,,45.00g,每件(22.0 g),71.26%,23.32%,1.10%,0.00%,4.32%,21-033,一次性使用紙餐具
商品,PLA雙層 12 oz紙杯,12 oz,2204823007,2022/11/01,2027/10/31,有效,統奕包裝股份有限公司,89209994,統奕包裝股份有限公司,臺南市麻豆區麻口里麻柚路465號,統奕包裝股份有限公司二廠,臺南市麻豆區麻口里麻柚路495號,,,40.00g,每件(18.0 g),73.02%,23.20%,1.03%,0.00%,2.75%,21-033,一次性使用紙餐具
商品,PLA雙層 8 oz紙杯,8 oz,2204823006,2022/11/01,2027/10/31,有效,統奕包裝股份有限公司,89209994,統奕包裝股份有限公司,臺南市麻豆區麻口里麻柚路465號,統奕包裝股份有限公司二廠,臺南市麻豆區麻口里麻柚路495號,,,30.00g,每件(13.5 g),65.30%,28.38%,0.97%,0.00%,5.35%,21-033,一次性使用紙餐具
商品,PLA單層 20 oz紙杯,20 oz,2204823005,2022/11/01,2027/10/31,有效,統奕包裝股份有限公司,89209994,統奕包裝股份有限公司,臺南市麻豆區麻口里麻柚路465號,統奕包裝股份有限公司二廠,臺南市麻豆區麻口里麻柚路495號,,,55.00g,每件(15.8 g),55.28%,20.62%,0.68%,0.00%,23.42%,21-033,一次性使用紙餐具
商品,PLA單層 16 oz紙杯,16 oz,2204823004,2022/11/01,2027/10/31,有效,統奕包裝股份有限公司,89209994,統奕包裝股份有限公司,臺南市麻豆區麻口里麻柚路465號,統奕包裝股份有限公司二廠,臺南市麻豆區麻口里麻柚路495號,,,36.00g,每件(13.2 g),70.32%,24.34%,0.84%,0.00%,4.50%,21-033,一次性使用紙餐具
商品,PLA單層 12 oz紙杯,12 oz,2204823003,2022/11/01,2027/10/31,有效,統奕包裝股份有限公司,89209994,統奕包裝股份有限公司,臺南市麻豆區麻口里麻柚路465號,統奕包裝股份有限公司二廠,臺南市麻豆區麻口里麻柚路495號,,,34.00g,每件(10.9 g),66.14%,31.09%,0.76%,0.00%,2.01%,21-033,一次性使用紙餐具
商品,PLA單層 8 oz紙杯,8 oz,2204823002,2022/11/01,2027/10/31,有效,統奕包裝股份有限公司,89209994,統奕包裝股份有限公司,臺南市麻豆區麻口里麻柚路465號,統奕包裝股份有限公司二廠,臺南市麻豆區麻口里麻柚路495號,,,22.00g,每件(7.9 g),59.40%,37.30%,0.82%,0.00%,2.48%,21-033,一次性使用紙餐具
商品,PLA單層 4 oz紙杯,4 oz,2204823001,2022/11/01,2027/10/31,有效,統奕包裝股份有限公司,89209994,統奕包裝股份有限公司,臺南市麻豆區麻口里麻柚路465號,統奕包裝股份有限公司二廠,臺南市麻豆區麻口里麻柚路495號,,,15.00g,每件(3.9 g),42.24%,47.60%,0.60%,0.00%,9.56%,21-033,一次性使用紙餐具
商品,南亞冰酷隔熱紙,-,R2203920001,2022/05/13,2027/05/12,有效,南亞塑膠工業股份有限公司,75370905,南亞塑膠工業股份有限公司新港廠,嘉義縣新港鄉中洋工業區2號,,,,,0.00kg,每平方公尺,10.30%,89.40%,0.00%,0.00%,0.30%,21-034,高效能抗日光輻射熱貼膜
商品,南亞冰酷隔熱紙,-,2203920001,2022/05/13,2027/05/12,有效,南亞塑膠工業股份有限公司,75370905,南亞塑膠工業股份有限公司新港廠,嘉義縣新港鄉中洋工業區2號,,,,,10.00kg,每平方公尺,14.90%,84.40%,0.10%,0.00%,0.60%,21-034,高效能抗日光輻射熱貼膜
商品,眠豆腐標準雙人獨立筒彈簧床,有框,2309404001,2023/05/09,2028/05/08,有效,蘭頓企業股份有限公司,36148323,蘭頓企業股份有限公司,桃園市八德區高明里高城九街27號,,,,,150.00kg,每張標準雙人獨立筒彈簧床（152cm*188cm*28cm）,94.78%,0.65%,0.00%,0.00%,4.57%,21-031,床墊
商品,眠豆腐標準雙人獨立筒彈簧床,無框,2309404002,2023/05/09,2028/05/08,有效,蘭頓企業股份有限公司,36148323,蘭頓企業股份有限公司,桃園市八德區高明里高城九街27號,,,,,140.00kg,每張標準雙人獨立筒彈簧床（152cm*188cm*28cm）,94.51%,0.67%,0.00%,0.00%,4.82%,21-031,床墊
商品,塑膠棧板,DC-110110-150CP,2303923001,2023/08/10,2028/08/09,有效,南亞塑膠工業股份有限公司,75370905,南亞塑膠工業股份有限公司嘉義廠(嘉義一廠),嘉義縣太保市北港路二段201號,,,,,75.00kg,"個(含包裝),28kg,1100x1100x150mm,PP",61.15%,17.10%,5.59%,0.00%,16.16%,21-036,塑膠棧板
商品,塑膠棧板,FCU-100100-130P,2303923002,2023/08/10,2028/08/09,有效,南亞塑膠工業股份有限公司,75370905,南亞塑膠工業股份有限公司嘉義廠(嘉義一廠),嘉義縣太保市北港路二段201號,,,,,40.00kg,"個(含包裝),12.3kg,1000x1000x130mm,PP",24.97%,59.56%,2.47%,0.00%,13.00%,21-036,塑膠棧板
商品,塑膠棧板,SCJ-130110-150FP,2303923003,2023/08/10,2028/08/09,有效,南亞塑膠工業股份有限公司,75370905,南亞塑膠工業股份有限公司嘉義廠(嘉義一廠),嘉義縣太保市北港路二段201號,,,,,22.00kg,"個(含包裝),17kg,1295x1095x150mm,PP",37.10%,24.33%,5.77%,0.01%,32.79%,21-036,塑膠棧板
服務,團體膳食服務(不區分供應對象),-,2215620001,2022/11/15,2027/11/14,有效,雙翼食品有限公司,25036878,雙翼食品有限公司,新北市樹林區忠愛街3號,,,,,1.00kg,每人每餐(團體膳食),75.49%,17.25%,0.00%,0.00%,7.26%,22-001,即食餐食服務
服務,團體膳食服務(不區分供應對象),-,R2215620001,2022/11/15,2027/11/14,有效,雙翼食品有限公司,25036878,雙翼食品有限公司,新北市樹林區忠愛街3號,,,,,0.00g,每人每餐(供應之即食餐食食品類型),51.86%,46.98%,0.00%,0.00%,1.16%,22-001,即食餐食服務
服務,路跑賽事,2022 台灣米倉田中馬拉松路跑服務,2419319001,2024/01/04,2029/01/03,有效,中華民國舒康樂活運動協會,72449984,彰化縣田中鎮景崧文化教育園區-起終點會場,彰化縣田中鎮中州路一段416號,全程馬拉松、半程馬拉松及健跑組之馬拉松服務，路線從田中鎮 、經過社頭鄉、二水鄉等地 - 二水鄉折返點,彰化縣二水鄉山腳路一段420號,全程馬拉松、半程馬拉松及健跑組之馬拉松服務，路線從田中鎮 、經過社頭鄉、二水鄉等地 - 社頭鄉折返點,彰化縣社頭鄉社石路478號,340.00g,人公里,65.75%,29.62%,0.00%,0.00%,4.63%,21-032,路跑賽事
服務,路跑賽事,2022台灣棲蘭林道越野馬拉松路跑服務,2319319001,2023/12/27,2028/12/26,有效,社團法人中華民國超級馬拉松運動協會,26385199,超級馬拉松及短距離健康跑組別之跑步活動服務，會場位於棲蘭山莊，路線由100線林道管制站出發，經棲蘭神木園區等地,宜蘭縣大同鄉台7線74.6K處100線林道,棲蘭山莊,宜蘭縣大同鄉泰雅路四段6號,,,600.00g,人公里,30.03%,66.58%,0.00%,0.00%,3.39%,21-032,路跑賽事
服務,2023 臺北馬拉松 TAIPEI MARATHON,-,2519319001,2025/05/27,2030/05/26,有效,社團法人中華民國路跑協會,01031092,臺北市政府市民廣場-起點,臺北市信義區市府路1號,全程馬拉松終點-臺北田徑場,臺北市松山區敦化北路3號,半程馬拉松終點-臺北市南京東路四段不越過健康路口,臺北市中山區南京東路四段不越過健康路口,210.00g,每人每公里/路跑賽事,91.87%,7.14%,0.00%,0.00%,0.99%,21-032,路跑賽事
服務,路跑賽事,2024台灣棲蘭林道越野馬拉松路跑服務,2519319002,2025/08/22,2027/08/21,有效,社團法人中華民國超級馬拉松運動協會,26385199,超級馬拉松及短距離健康跑組別之跑步活動服務，會場位於棲蘭山莊，路線由100線林道管制站出發，經棲蘭神木園區等地,宜蘭縣大同鄉台7線74.6K處100線林道,棲蘭山莊,宜蘭縣大同鄉泰雅路四段6號,,,549.00g,人公里,24.08%,74.10%,0.00%,0.00%,1.82%,21-032,路跑賽事
商品,甘蔗環保永續杯,660ml,2403907001,2024/02/21,2029/02/20,有效,鉅田潔淨技術股份有限公司,82786247,集泉塑膠工業股份有限公司 （霧峰廠）,臺中市霧峰區民生路198巷31號,集泉塑膠工業股份有限公司（成功廠） ,臺中市大里區成功路51巷20號,,,1.00kg,每個甘蔗環保永續杯(產品重量95公克，型號：660ml),16.11%,7.64%,0.60%,72.99%,2.66%,22-002,植物纖維餐具
商品,甘蔗吸管,每支12210甘蔗吸管2.60g,2403907002,2024/03/19,2029/03/18,有效,鉅田潔淨技術股份有限公司,82786247,仲弘科技工業股份有限公司,臺中市后里區中和里公安路174號,,,,,10.00g,每支12210甘蔗吸管2.60g,75.12%,13.52%,10.35%,0.00%,1.01%,22-002,植物纖維餐具
商品,甘蔗吸管,每支6210甘蔗吸管1.10g,2403907003,2024/03/19,2029/03/18,有效,鉅田潔淨技術股份有限公司,82786247,仲弘科技工業股份有限公司,臺中市后里區中和里公安路174號,,,,,4.00g,每支6210甘蔗吸管1.10g,71.35%,17.12%,10.79%,0.00%,0.74%,22-002,植物纖維餐具
商品,甘蔗吸管,每支8210甘蔗吸管1.40g,2403907004,2024/03/19,2029/03/18,有效,鉅田潔淨技術股份有限公司,82786247,仲弘科技工業股份有限公司,臺中市后里區中和里公安路174號,,,,,5.00g,每支8210甘蔗吸管1.40g,74.90%,13.90%,10.25%,0.00%,0.95%,22-002,植物纖維餐具
商品,甘蔗吸管,每支6140甘蔗吸管0.74g,2403907005,2024/03/19,2029/03/18,有效,鉅田潔淨技術股份有限公司,82786247,仲弘科技工業股份有限公司,臺中市后里區中和里公安路174號,,,,,3.00g,每支6140甘蔗吸管0.74g,65.16%,24.16%,10.08%,0.00%,0.60%,22-002,植物纖維餐具
服務,企業貸款申辦服務,-,2516412003,2025/05/10,2030/05/09,有效,第一商業銀行(股)公司,05052322,第一商業銀行股份有限公司，含總行及全臺187家分行,臺北市中正區重慶南路1段30號,,,,,72.00kg,每件金融實體服務（企業貸款申辦）,2.57%,95.13%,0.00%,0.00%,2.30%,22-012,金融實體服務
服務,個人房屋貸款服務,-,R2316412001,2023/05/17,2028/05/16,有效,國泰世華商業銀行股份有限公司,04231910,國泰世華商業銀行股份有限公司含總行/各分行/直效行銷部/消金審查部/授信作業部/資訊大樓等服務單位共計191處據點,臺北市信義區松仁路7號,,,,,70.00kg,每件金融實體服務，服務類別：貸款類（房屋貸款）,5.80%,92.61%,0.00%,0.00%,1.59%,22-012,金融實體服務
服務,個人房屋貸款服務,-,2316412004,2023/05/17,2028/05/16,有效,國泰世華商業銀行股份有限公司,04231910,國泰世華商業銀行股份有限公司含總行/各分行/直效行銷部/消金審查部/授信作業部/資訊大樓等服務單位共計191處據點,臺北市信義區松仁路7號,,,,,70.00kg,每件金融實體服務，服務類別：貸款類（房屋貸款）,10.01%,87.65%,0.00%,0.00%,2.34%,22-012,金融實體服務
服務,個人信用貸款實體申請服務,-,2416412012,2024/11/22,2029/11/21,有效,玉山商業銀行股份有限公司,86517510,玉山商業銀行股份有限公司，共150個據點,新北市三重區中興北街42巷17弄10號及12號,,,,,8.00kg,每件金融實體服務（貸款類）,1.11%,97.57%,0.00%,0.00%,1.32%,22-012,金融實體服務
服務,個人房貸服務,-,2516412005,2025/06/11,2030/06/10,有效,上海商業儲蓄銀行股份有限公司,03036306,上海商業儲蓄銀行股份有限公司個人金融事業部及其他服務據點，共計83個據點,臺北市中山區民權東路一段2號,,,,,57.00kg,每件金融實體服務(貸款類),3.40%,96.15%,0.00%,0.00%,0.45%,22-012,金融實體服務
服務,ATM服務,-,2416412002,2024/07/17,2029/07/16,有效,玉山商業銀行股份有限公司,86517510,玉山商業銀行股份有限公司及其他服務據點，共計1247個據點,臺北市松山區民生東路三段115號及117號,,,,,40.00g,每件金融實體服務(一般類),0.90%,98.89%,0.00%,0.00%,0.21%,22-012,金融實體服務
商品,工業扇,F-501 220V,2308414006,2023/01/11,2028/01/10,有效,嘉隆實業有限公司,53151890,嘉隆實業有限公司,臺中市大雅區春亭二街6號,,,,,500.00kg,一台電扇(含包裝),5.74%,0.02%,0.14%,94.04%,0.06%,22-016,電扇
商品,工業扇,F-501 110V,2308414005,2023/01/11,2028/01/10,有效,嘉隆實業有限公司,53151890,嘉隆實業有限公司,臺中市大雅區春亭二街6號,,,,,400.00kg,一台電扇(含包裝),7.06%,0.02%,0.13%,92.71%,0.08%,22-016,電扇
商品,工業扇,F-501/IC 220V,2308414004,2023/01/11,2028/01/10,有效,嘉隆實業有限公司,53151890,嘉隆實業有限公司,臺中市大雅區春亭二街6號,,,,,500.00kg,一台電扇(含包裝),12.17%,0.02%,0.13%,87.62%,0.06%,22-016,電扇
商品,工業扇,F-501/IC 110V,2308414003,2023/01/11,2028/01/10,有效,嘉隆實業有限公司,53151890,嘉隆實業有限公司,臺中市大雅區春亭二街6號,,,,,450.00kg,一台電扇(含包裝),14.39%,0.02%,0.12%,85.40%,0.07%,22-016,電扇
商品,工業扇,F-501/RC 220V,2308414002,2023/01/11,2028/01/10,有效,嘉隆實業有限公司,53151890,嘉隆實業有限公司,臺中市大雅區春亭二街6號,,,,,500.00kg,一台電扇(含包裝),6.98%,0.02%,0.14%,92.80%,0.06%,22-016,電扇
商品,工業扇,F-501/RC 110V,2308414001,2023/01/11,2028/01/10,有效,嘉隆實業有限公司,53151890,嘉隆實業有限公司,臺中市大雅區春亭二街6號,,,,,400.00kg,一台電扇(含包裝),8.20%,0.02%,0.12%,91.58%,0.08%,22-016,電扇
服務,中國信託商業銀行金融線上服務(轉帳服務),轉帳服務,2316412005,2023/12/12,2028/12/11,有效,中國信託商業銀行股份有限公司,03077208,中國信託商業銀行股份有限公司,"臺北市南港區經貿二路168,188號",中國信託商業銀行股份有限公司科技大樓,臺北市內湖區潭美街399號3樓及5樓,,,200.00mg,每件金融線上服務(轉帳服務),0.00%,99.95%,0.00%,0.00%,0.05%,22-011,金融線上服務
服務,中國信託商業銀行金融線上服務(信貸服務),-,2516412001,2025/02/07,2030/02/06,有效,中國信託商業銀行股份有限公司,03077208,中國信託商業銀行股份有限公司,臺北市南港區經貿二路166、168、170、186、188號,中國信託商業銀行股份有限公司(行政、機房及服務作業據點共9處),臺北市內湖區潭美街399號3樓及5樓,景竣實業股份有限公司,新北市汐止區大同路三段222號9樓,1.00kg,每件金融線上服務(信貸服務),3.62%,95.15%,0.00%,0.00%,1.23%,22-011,金融線上服務
服務,金融線上服務,法人金融轉帳匯款服務,2516412002,2025/02/19,2030/02/18,有效,中國信託商業銀行股份有限公司,03077208,中國信託商業銀行股份有限公司,臺北市南港區經貿二路168號9樓,中國信託商業銀行股份有限公司科技大樓,臺北市內湖區潭美街399號3樓及5樓,,,7.00g,每件金融線上服務(轉帳匯款服務),0.54%,98.30%,0.00%,0.00%,1.16%,22-011,金融線上服務
服務,Hokii 數位帳戶開戶服務,-,2416412011,2024/10/17,2029/10/16,有效,臺灣中小企業銀行股份有限公司,03793407,臺灣中小企業銀行股份有限公司所有服務據點，共125個分行,臺北市大同區玉泉里9鄰塔城街30號,,,,,340.00g,每件金融線上服務（數位帳戶開戶申請）,50.16%,42.80%,0.00%,0.00%,7.04%,22-011,金融線上服務
服務,數位帳戶開戶服務,-,2416412004,2024/08/20,2029/08/19,有效,玉山商業銀行股份有限公司,86517510,玉山商業銀行股份有限公司玉山金融大樓及營業部、第二總部大樓,臺北市松山區民生東路三段115號及117號 / 台北市松山區敦化北路317號及315號,玉山商業銀行股份有限公司科技大樓、希望園區,臺北市中山區天祥路86巷1號 / 新北市三重區中興北街42巷17弄10號及12號,玉山商業銀行股份有限公司城中大樓、博愛大樓,臺北市中正區武昌街一段77號及77之1號 / 台北市中正區永綏街5號,400.00g,每件金融線上服務（數位帳戶開戶）,50.89%,46.68%,0.00%,0.00%,2.43%,22-011,金融線上服務
